,stars,business_id
0,0.032507606995672,QXAEGFB4oINsVuTFxEYKFQ
1,0.014735394614729846,gnKjwL_1w79qoiV3IC_xQQ
2,0.006574376586219293,1Dfx3zM-rW4n-31KeC8sJg
3,-0.008637999610985481,fweCYi8FmbJXHCqLnwuk8w
4,-0.0006746376262977132,-K4gAv8_vjx8-2BxkVeRkA
5,0.00010759479883468148,PZ-LZzSlhSe9utkQYU8pFg
6,-0.00699336258285721,1RHY4K3BD22FK7Cfftn8Mg
7,0.011185804275495422,tstimHoMcYbkSC4eBA1wEg
8,0.0026495217367567166,C9oCPomVP0mtKa8z99E3gg
9,-0.013249337329632932,NDuUMJfrWk52RA-H-OtrpA
10,0.0026401112009145668,SP_YXIEwkFPPl_9anCYmpQ
11,-0.0004885164255619982,irft4YkdNsww4DNf_Aftew
12,-0.004644449860865823,e_EMySqP0uwlVZfd8mRaaQ
13,-0.0019558237985924723,GWO87Y-IqL54_Ijx6hTYAQ
14,0.0005031163525934842,mlHC2XcU9Bows6cnYEmRgg
15,-0.003311700274833025,q2KtxnPa6rPSpAlMbg9l8g
16,0.0012041911023972624,c-BELKj0SvNhBesQMf-bKw
17,0.0003238596580931334,6l00a9Gkxkcp_y-GPjYBiw
18,-0.0025796055821942004,9UTpmQ4OhX5jNFUIu7dPPQ
19,0.006891834127530812,v-scZMU6jhnmV955RSzGJw
20,0.013083466736803537,kANF0dbeoW34s2vwh6Umfw
21,-0.0004232585832242107,KFbUQ-RR2UOV62Ep7WnXHw
22,-0.012763593632141851,44YFU284Z3KDEy25QyVoUw
23,-0.005295996772228179,PkDghu4aan2_wxrhXjTEgg
24,-0.0030843165347759667,i_oghUPqLzzJtxC6Zm-D2A
25,0.004563493861982574,RFbMVekR8lU9tPJ8sWrwHg
26,0.004799088117445836,NPHZkn1e-tSJAbo8Zm9rYw
27,0.0026435225685390103,smkZUv_IeYYj_BA6-Po7oQ
28,-0.0023739183376234076,YK5eFV8uS1bCmp8GeiQ-Qg
29,0.004460208690654349,QHr_fc_TLnGfUEuDEa2jDg
30,0.0007150101457937394,jtlAfuINMCYVFpjwMgy2jw
31,0.002264445953218302,X8mtoSxY8whtmbDlj0D3Aw
32,-4.894828530419763e-05,7aLkFEBnL1LJmQdcuaovuQ
33,-0.0016951262844583175,qJeSjOMgWB3er3UXG33ZVw
34,-0.00976841505460027,gyFYZV4b_9TxG1ulQNi0Ig
35,0.00012514374403395723,OezwOIJ0_62Mj8MLdkGRAw
36,0.0020392327092177147,0lFAD4CuWcQVl9u3-lRaCQ
37,-0.004073126482860807,aql8K6zVoJDGRJ3P-IgtpQ
38,0.000590487759523179,Kxbn0XLcCgQqmkdIkhuOeQ
39,0.005771223253233535,sKhDrZFCJqfRNylkHrIDsQ
40,-0.0028783373559975586,ysfeDcLAYk_MVzfBmyiSTg
41,0.0006883283883342933,bJP4l_BGq2CudEu0m-wNjg
42,-0.004937106522341377,Q1GhjqlLENaT383k9Ex5wg
43,-0.0003847144308965139,1HRSElW1HgBiTtSNrhjMeA
44,-0.041986733802346826,L0aSDVHNXCl6sY4cfZQ-5Q
45,-0.024253000395287598,voZnDQs6Hs3YpNcS-9TALg
46,0.00038256602514516024,t-6tdxRaz7s9a0sf94Tguw
47,0.001887973500268004,WlArCYe6xCzOe5u2Lt1how
48,0.003503389565032643,jScBTQtdAt-8RshaiBEHgw
49,0.007888836029781734,U3kygJOTlTQFlfaZS7sQjA
50,0.0029215342073663254,c35qzLN6ItDpVIoj2uQW4Q
51,0.00036368425056497455,nsNONDHbV7Vudqh21uicqw
52,-0.0038932022840711135,jwHtNvHBPafiAwM92jM8yA
53,4.533415617810491e-06,kGal388xLnmCwI4mw2TG8Q
54,0.003901456091419058,SvUvVEr9cTjS-PJQ9MuckQ
55,-0.0008239724086743735,RZ48zp2J2SWUy-lZ4PHZrw
56,-0.010931655572005728,IgQ8lSds3AgLFQsYsshUHQ
57,0.0032291056155574187,v7ZFEEqJBg_r8NCwHRP_2A
58,0.008838698703984852,6fPQJq4f_yiq1NHn0fd11Q
59,-0.032176878626025765,k-dDZvTeLysoJvjHI-qr9g
60,0.0004252879946523092,5WMIvoMx3l1vn1uJ3HZB6Q
61,-0.0036010610337745474,T_tnCsUQmqTMEI3XxJAyOA
62,0.001075698086804314,spi9UEWyNrq2O4y5DD84LA
63,0.005188501612813102,Rs8Wi4OEjeOX7LVlzsXDOA
64,-0.002974552454733502,SJBzyJDCR_f6dx5tpYAABA
65,0.06315526406049275,MhnihE0alud0ereVInSt8Q
66,0.0009107571156449381,wht5FaGi7r86WKW7-VX2lQ
67,-0.0004727651416230132,111d13yLgIdqvpZekgVnbQ
68,-0.01803641869341731,FDEm-c3NAXnTVtl-hgzAhA
69,0.001711138119262289,y-1sMhUMubrHWdIW4FaE8w
70,-0.004199388816101676,v8zKjH1o_qAI4SBd3na7gg
71,0.009013119752538245,PWjgwphd2prhtqTPWwLbXw
72,-0.0006042930047472393,aGdyRoDCn6Z9_j2vIvnKNw
73,-0.004894755640968399,rVBPQdeayMYht4Uv_FOLHg
74,0.012375247710302507,eY98EH_PHGnJVaJ7t2UpoQ
75,0.001940761118865483,iwGhazq9eP51PSerTrMrwg
76,-0.0017060446738312693,CPgz4srKkE5u9aoBAOaQsA
77,-0.00019845128093923855,d9ftOq9cPFsicPSasP-IRw
78,0.0007054740296259321,CsLQLiRoafpJPJSkNX2h5Q
79,0.00037158337263759774,OwXMxqxIy4YoprAjnoUoiA
80,-0.002245358489801987,Sd75ucXKoZUM2BEfBHFUOg
81,0.007864615152631198,VA232TY-ThR8L5wjuuLZVg
82,-0.0021944632396345403,NqpX1HsFVGwmnxnw_bcEuA
83,-0.0015030685488024507,NX88XnZQOVbaSVj1exilLA
84,-0.009138848151537359,0G83H_zoum-Q4bWU2olTqQ
85,0.0025768346126909857,U3-kxz7NWq4ix4bPmKKQ0w
86,-0.0009550931561922011,IjGU7ZopsgeomsDQf20UXQ
87,0.001345287244391842,TTVwcuc1Nz4ZSZH4wnbxKQ
88,-0.0007725008175509872,sRLczTc6OHuttVSanRfHaw
89,-0.004975888455665712,4Rp1y8L_zecjHt6AvKtekg
90,0.00022229865296073703,9FPEg18SyYsKgbWZ0XDysQ
91,-0.021365729146729347,tWjfgVtTD5n01Cq9dFWGsA
92,-0.0003410967323774932,lrYB3RSnr8OVrrqHhGMwPA
93,-0.00038519224002854703,CxRBRrtd7NHz890gWPG9AA
94,-0.0026125555024120806,W3VBN9rTCG0iyAZSafKZ3w
95,0.06399973777054299,dUffgo9Lh_Vk9TLuFR5ywg
96,-0.00045637898672504056,c7JoAt6a3Ufkpn3TrGU23A
97,-0.000567461644131684,NAb3h3qC-12q5sjOzvIDHg
98,0.007608651522723555,ZpjAltpV8mq-HGqsipocsA
99,0.0008363450615329505,AXq8uPxqBP-c5PCrnba-4A
100,0.0001868107899817928,q4P3WHwC0lFafwvTlkKMIw
