2.848998122845534109e-01,-3.285314393389032750e-01,-2.729238798040742320e-02,-2.858925611497732666e-03,-9.963504184008038778e-02,3.696884707906417794e-02
4.906727852138854928e-02,-8.014958283937229089e-02,2.272365390624612666e-02,-9.006557977496193468e-03,-5.148364980586287581e-02,6.725679444610688229e-02
-3.721170840498306404e-02,-9.670162847125307604e-02,-1.031774601292480970e-02,-2.751034000206240698e-02,-4.597701782370335229e-03,9.860439841171192627e-05
-9.049328147374361558e-03,6.274084774487518473e-03,-7.986063462873851937e-03,8.154767725975446691e-03,-5.410340271233484918e-03,-1.122043892792589162e-02
1.556462477610892452e-02,-4.621787868359048673e-02,-1.079077041767717050e-02,-7.408276891361800440e-03,1.523999025742766959e-02,3.097891000974450915e-02
3.726361039873552633e-02,-3.615823865238569634e-02,2.095039532757699864e-03,1.843984620654970374e-02,3.859578995029862986e-02,1.069193207441344017e-03
-5.597978116179384671e-03,-6.549343310335683371e-03,-9.997876814273772700e-03,-9.470026396229090648e-03,-2.403005548384282500e-02,-2.906264613868298624e-02
-9.434832160239989274e-02,7.685397105480928914e-02,5.613747681618095481e-02,-6.307418958568400402e-02,3.644682843970661196e-02,-1.284137156156991977e-01
2.464670460880702754e-02,-2.340722538844644887e-02,-2.196979193020526591e-02,-1.590317986398663563e-02,-2.985130773518109275e-03,-6.734659667172788848e-03
1.250633655699443514e-01,-2.360728313288118149e-02,1.291972510673707886e-01,4.361588836400484147e-04,1.336894288786037444e-01,5.392024240360936138e-02
2.644879263188760349e-02,4.697616644315547908e-03,4.696397805381702893e-03,7.423222263565761384e-03,-3.760971376729548704e-02,-5.943780604634939235e-02
2.889300685840695462e-03,-8.262828830356135036e-04,-1.779290543839332633e-02,1.258250496571383138e-02,-2.503535440203104659e-02,1.097749722339065072e-02
-8.050997612216968802e-03,-2.011182137264419263e-03,-3.538800257285171919e-02,-1.041908402228474903e-02,3.851073491611893551e-02,-1.266970712216280992e-02
-2.326089051094310661e-02,6.283884844913727175e-02,-2.898729582685900114e-02,-2.357416514789711925e-02,2.763358683107360741e-02,-5.877043466092396647e-03
-4.712868430507543421e-02,7.711900941892144840e-03,-5.047470120337289694e-03,2.656398547865326115e-02,1.379847493081636650e-02,9.092653882327083811e-03
1.496911405862655087e-01,-1.039456073027436242e-02,4.587092094911363049e-02,1.062313848822286771e-01,4.998886926041874040e-02,1.806308765993621876e-02
-6.977210078572115143e-03,4.115694175326219291e-03,1.098029378612805536e-02,-7.350697537842304334e-03,5.431012740081792950e-05,-1.141475082905535387e-03
1.398690955896145748e-02,1.636344888415227142e-02,-1.191823324446866263e-02,-3.590799834616385799e-02,-3.881082889307135853e-03,3.963345346808176684e-02
